delta,S,nu_min
0.36000000000000004,80,NA
0.36000000000000004,82,NA
0.36000000000000004,84,NA
0.36000000000000004,86,NA
0.36000000000000004,88,NA
0.36000000000000004,90,NA
0.36000000000000004,92,NA
0.36000000000000004,94,NA
0.36000000000000004,96,NA
0.36000000000000004,98,NA
0.36000000000000004,100,NA
0.36000000000000004,102,NA
0.36000000000000004,104,NA
0.36000000000000004,106,NA
0.36000000000000004,108,NA
0.36000000000000004,110,NA
0.36000000000000004,112,NA
0.36000000000000004,114,NA
0.36000000000000004,116,NA
0.36000000000000004,118,NA
0.36000000000000004,120,NA
0.36000000000000004,122,NA
0.36000000000000004,124,NA
0.36000000000000004,126,NA
0.36000000000000004,128,NA
0.36000000000000004,130,NA
0.36000000000000004,132,NA
0.36000000000000004,134,NA
0.36000000000000004,136,NA
0.36000000000000004,138,NA
0.36000000000000004,140,NA
0.36000000000000004,142,NA
0.36000000000000004,144,NA
0.36000000000000004,146,NA
0.36000000000000004,148,NA
0.36000000000000004,150,NA
0.36000000000000004,152,NA
0.36000000000000004,154,NA
0.36000000000000004,156,NA
0.36000000000000004,158,NA
0.36000000000000004,160,NA
0.36000000000000004,162,NA
0.36000000000000004,164,NA
0.36000000000000004,166,NA
0.36000000000000004,168,NA
0.36000000000000004,170,NA
0.36000000000000004,172,NA
0.36000000000000004,174,NA
0.36000000000000004,176,NA
0.36000000000000004,178,NA
0.36000000000000004,180,NA
0.36000000000000004,182,NA
0.36000000000000004,184,NA
0.36000000000000004,186,NA
0.36000000000000004,188,NA
0.36000000000000004,190,NA
0.36000000000000004,192,NA
0.36000000000000004,194,NA
0.36000000000000004,196,NA
0.36000000000000004,198,NA
0.36000000000000004,200,NA
0.37,2,NA
0.37,4,NA
0.37,6,NA
0.37,8,NA
0.37,10,NA
0.37,12,NA
0.37,14,NA
0.37,16,NA
0.37,18,NA
0.37,20,NA
0.37,22,NA
0.37,24,NA
0.37,26,NA
0.37,28,NA
0.37,30,NA
0.37,32,NA
0.37,34,NA
0.37,36,NA
0.37,38,NA
0.37,40,NA
0.37,42,NA
0.37,44,NA
0.37,46,NA
0.37,48,NA
0.37,50,NA
0.37,52,NA
0.37,54,NA
0.37,56,NA
0.37,58,NA
0.37,60,NA
0.37,62,NA
0.37,64,NA
0.37,66,NA
0.37,68,NA
0.37,70,NA
0.37,72,NA
0.37,74,NA
0.37,76,NA
0.37,78,NA
0.37,80,NA
0.37,82,NA
0.37,84,NA
0.37,86,NA
0.37,88,NA
0.37,90,NA
0.37,92,NA
0.37,94,NA
0.37,96,NA
0.37,98,NA
0.37,100,NA
0.37,102,NA
0.37,104,NA
0.37,106,NA
0.37,108,NA
0.37,110,NA
0.37,112,NA
0.37,114,NA
0.37,116,NA
0.37,118,NA
0.37,120,NA
0.37,122,NA
0.37,124,NA
0.37,126,NA
0.37,128,NA
0.37,130,NA
0.37,132,NA
0.37,134,NA
0.37,136,NA
0.37,138,NA
0.37,140,NA
0.37,142,NA
0.37,144,NA
0.37,146,NA
0.37,148,NA
0.37,150,NA
0.37,152,NA
0.37,154,NA
0.37,156,NA
0.37,158,NA
0.37,160,NA
0.37,162,NA
0.37,164,NA
0.37,166,NA
0.37,168,NA
0.37,170,NA
0.37,172,NA
0.37,174,NA
0.37,176,NA
0.37,178,NA
0.37,180,NA
0.37,182,NA
0.37,184,NA
0.37,186,NA
0.37,188,NA
0.37,190,NA
0.37,192,NA
0.37,194,NA
0.37,196,NA
0.37,198,NA
0.37,200,NA
0.38,2,NA
0.38,4,NA
0.38,6,NA
0.38,8,NA
0.38,10,NA
0.38,12,NA
0.38,14,NA
0.38,16,NA
0.38,18,NA
0.38,20,NA
0.38,22,NA
0.38,24,NA
0.38,26,NA
0.38,28,NA
0.38,30,NA
0.38,32,NA
0.38,34,NA
0.38,36,NA
0.38,38,NA
0.38,40,NA
0.38,42,NA
0.38,44,NA
0.38,46,NA
0.38,48,NA
0.38,50,NA
0.38,52,NA
0.38,54,NA
0.38,56,NA
0.38,58,NA
0.38,60,NA
0.38,62,NA
0.38,64,NA
0.38,66,NA
0.38,68,NA
0.38,70,NA
0.38,72,NA
0.38,74,NA
0.38,76,NA
0.38,78,NA
0.38,80,NA
0.38,82,NA
0.38,84,NA
0.38,86,NA
0.38,88,NA
0.38,90,NA
0.38,92,NA
0.38,94,NA
0.38,96,NA
0.38,98,NA
0.38,100,NA
0.38,102,NA
0.38,104,NA
0.38,106,NA
0.38,108,NA
0.38,110,NA
0.38,112,NA
0.38,114,NA
0.38,116,NA
0.38,118,NA
0.38,120,NA
0.38,122,NA
0.38,124,NA
0.38,126,NA
0.38,128,NA
0.38,130,NA
0.38,132,NA
0.38,134,NA
0.38,136,NA
0.38,138,NA
0.38,140,NA
0.38,142,NA
0.38,144,NA
0.38,146,NA
0.38,148,NA
0.38,150,NA
0.38,152,NA
0.38,154,NA
0.38,156,NA
0.38,158,NA
0.38,160,NA
0.38,162,NA
0.38,164,NA
0.38,166,NA
0.38,168,NA
0.38,170,NA
0.38,172,NA
0.38,174,NA
0.38,176,NA
0.38,178,NA
0.38,180,NA
0.38,182,NA
0.38,184,NA
0.38,186,NA
0.38,188,NA
0.38,190,NA
0.38,192,NA
0.38,194,NA
0.38,196,NA
0.38,198,NA
0.38,200,NA
0.39,2,NA
0.39,4,NA
0.39,6,NA
0.39,8,NA
0.39,10,NA
0.39,12,NA
0.39,14,NA
0.39,16,NA
0.39,18,NA
0.39,20,NA
0.39,22,NA
0.39,24,NA
0.39,26,NA
0.39,28,NA
0.39,30,NA
0.39,32,NA
0.39,34,NA
0.39,36,NA
0.39,38,NA
0.39,40,NA
0.39,42,NA
0.39,44,NA
0.39,46,NA
0.39,48,NA
0.39,50,NA
0.39,52,NA
0.39,54,NA
0.39,56,NA
0.39,58,NA
0.39,60,NA
0.39,62,NA
0.39,64,NA
0.39,66,NA
0.39,68,NA
0.39,70,NA
0.39,72,NA
0.39,74,NA
0.39,76,NA
0.39,78,NA
0.39,80,NA
0.39,82,NA
0.39,84,NA
0.39,86,NA
0.39,88,NA
0.39,90,NA
0.39,92,NA
0.39,94,NA
0.39,96,NA
0.39,98,NA
0.39,100,NA
0.39,102,NA
0.39,104,NA
0.39,106,NA
0.39,108,NA
0.39,110,NA
0.39,112,NA
0.39,114,NA
0.39,116,NA
0.39,118,NA
0.39,120,NA
0.39,122,NA
0.39,124,NA
0.39,126,NA
0.39,128,NA
0.39,130,NA
0.39,132,NA
0.39,134,NA
0.39,136,NA
0.39,138,NA
0.39,140,NA
0.39,142,NA
0.39,144,NA
0.39,146,NA
0.39,148,NA
0.39,150,NA
0.39,152,NA
0.39,154,NA
0.39,156,NA
0.39,158,NA
0.39,160,NA
0.39,162,NA
0.39,164,NA
0.39,166,NA
0.39,168,NA
0.39,170,NA
0.39,172,NA
0.39,174,NA
0.39,176,NA
0.39,178,NA
0.39,180,NA
0.39,182,NA
0.39,184,NA
0.39,186,NA
0.39,188,NA
0.39,190,NA
0.39,192,NA
0.39,194,NA
0.39,196,NA
0.39,198,NA
0.39,200,NA
0.4,2,NA
0.4,4,NA
0.4,6,NA
0.4,8,NA
0.4,10,NA
0.4,12,NA
0.4,14,NA
0.4,16,NA
0.4,18,NA
0.4,20,NA
0.4,22,NA
0.4,24,NA
0.4,26,NA
0.4,28,NA
0.4,30,NA
0.4,32,NA
0.4,34,NA
0.4,36,NA
0.4,38,NA
0.4,40,NA
0.4,42,NA
0.4,44,NA
0.4,46,NA
0.4,48,NA
0.4,50,NA
0.4,52,NA
0.4,54,NA
0.4,56,NA
0.4,58,NA
0.4,60,NA
0.4,62,NA
0.4,64,NA
0.4,66,NA
0.4,68,NA
0.4,70,NA
0.4,72,NA
0.4,74,NA
0.4,76,NA
0.4,78,NA
0.4,80,NA
0.4,82,NA
0.4,84,NA
0.4,86,NA
0.4,88,NA
0.4,90,NA
0.4,92,NA
0.4,94,NA
0.4,96,NA
0.4,98,NA
0.4,100,NA
0.4,102,NA
0.4,104,NA
0.4,106,NA
0.4,108,NA
0.4,110,NA
0.4,112,NA
0.4,114,NA
0.4,116,NA
0.4,118,NA
0.4,120,NA
0.4,122,NA
0.4,124,NA
0.4,126,NA
0.4,128,NA
0.4,130,NA
0.4,132,NA
0.4,134,NA
0.4,136,NA
0.4,138,NA
0.4,140,NA
0.4,142,NA
0.4,144,NA
0.4,146,NA
0.4,148,NA
0.4,150,NA
0.4,152,NA
0.4,154,NA
0.4,156,NA
0.4,158,NA
0.4,160,NA
0.4,162,NA
0.4,164,NA
0.4,166,NA
0.4,168,NA
0.4,170,NA
0.4,172,NA
0.4,174,NA
0.4,176,NA
0.4,178,NA
0.4,180,NA
0.4,182,NA
0.4,184,NA
0.4,186,NA
0.4,188,NA
0.4,190,NA
0.4,192,NA
0.4,194,NA
0.4,196,NA
0.4,198,NA
0.4,200,NA
0.41000000000000003,2,NA
0.41000000000000003,4,NA
0.41000000000000003,6,NA
0.41000000000000003,8,NA
0.41000000000000003,10,NA
0.41000000000000003,12,NA
0.41000000000000003,14,NA
0.41000000000000003,16,NA
0.41000000000000003,18,NA
0.41000000000000003,20,NA
0.41000000000000003,22,NA
0.41000000000000003,24,NA
0.41000000000000003,26,NA
0.41000000000000003,28,NA
0.41000000000000003,30,NA
0.41000000000000003,32,NA
0.41000000000000003,34,NA
0.41000000000000003,36,NA
0.41000000000000003,38,NA
0.41000000000000003,40,NA
0.41000000000000003,42,NA
0.41000000000000003,44,NA
0.41000000000000003,46,NA
0.41000000000000003,48,NA
0.41000000000000003,50,NA
0.41000000000000003,52,NA
0.41000000000000003,54,NA
0.41000000000000003,56,NA
0.41000000000000003,58,NA
0.41000000000000003,60,NA
0.41000000000000003,62,NA
0.41000000000000003,64,NA
0.41000000000000003,66,NA
0.41000000000000003,68,NA
0.41000000000000003,70,NA
0.41000000000000003,72,NA
0.41000000000000003,74,NA
0.41000000000000003,76,NA
0.41000000000000003,78,NA
0.41000000000000003,80,NA
0.41000000000000003,82,NA
0.41000000000000003,84,NA
0.41000000000000003,86,NA
0.41000000000000003,88,NA
0.41000000000000003,90,NA
0.41000000000000003,92,NA
0.41000000000000003,94,NA
0.41000000000000003,96,NA
0.41000000000000003,98,NA
0.41000000000000003,100,NA
0.41000000000000003,102,NA
0.41000000000000003,104,NA
0.41000000000000003,106,NA
0.41000000000000003,108,NA
0.41000000000000003,110,NA
0.41000000000000003,112,NA
0.41000000000000003,114,NA
0.41000000000000003,116,NA
0.41000000000000003,118,NA
0.41000000000000003,120,NA
0.41000000000000003,122,NA
0.41000000000000003,124,NA
0.41000000000000003,126,NA
0.41000000000000003,128,NA
0.41000000000000003,130,NA
0.41000000000000003,132,NA
0.41000000000000003,134,NA
0.41000000000000003,136,NA
0.41000000000000003,138,NA
0.41000000000000003,140,NA
0.41000000000000003,142,NA
0.41000000000000003,144,NA
0.41000000000000003,146,NA
0.41000000000000003,148,NA
0.41000000000000003,150,NA
0.41000000000000003,152,NA
0.41000000000000003,154,NA
0.41000000000000003,156,NA
0.41000000000000003,158,NA
0.41000000000000003,160,NA
0.41000000000000003,162,NA
0.41000000000000003,164,NA
0.41000000000000003,166,NA
0.41000000000000003,168,NA
0.41000000000000003,170,NA
0.41000000000000003,172,NA
0.41000000000000003,174,NA
0.41000000000000003,176,NA
0.41000000000000003,178,NA
0.41000000000000003,180,NA
0.41000000000000003,182,NA
0.41000000000000003,184,NA
0.41000000000000003,186,NA
0.41000000000000003,188,NA
0.41000000000000003,190,NA
0.41000000000000003,192,NA
0.41000000000000003,194,NA
0.41000000000000003,196,NA
0.41000000000000003,198,NA
0.41000000000000003,200,NA
0.42000000000000004,2,NA
0.42000000000000004,4,NA
0.42000000000000004,6,NA
0.42000000000000004,8,NA
0.42000000000000004,10,NA
0.42000000000000004,12,NA
0.42000000000000004,14,NA
0.42000000000000004,16,NA
0.42000000000000004,18,NA
0.42000000000000004,20,NA
0.42000000000000004,22,NA
0.42000000000000004,24,NA
0.42000000000000004,26,NA
0.42000000000000004,28,NA
0.42000000000000004,30,NA
0.42000000000000004,32,NA
0.42000000000000004,34,NA
0.42000000000000004,36,NA
0.42000000000000004,38,NA
0.42000000000000004,40,NA
0.42000000000000004,42,NA
0.42000000000000004,44,NA
0.42000000000000004,46,NA
0.42000000000000004,48,NA
0.42000000000000004,50,NA
0.42000000000000004,52,NA
0.42000000000000004,54,NA
0.42000000000000004,56,NA
0.42000000000000004,58,NA
0.42000000000000004,60,NA
0.42000000000000004,62,NA
0.42000000000000004,64,NA
0.42000000000000004,66,NA
0.42000000000000004,68,NA
0.42000000000000004,70,NA
0.42000000000000004,72,NA
0.42000000000000004,74,NA
0.42000000000000004,76,NA
0.42000000000000004,78,NA
0.42000000000000004,80,NA
0.42000000000000004,82,NA
0.42000000000000004,84,NA
0.42000000000000004,86,NA
0.42000000000000004,88,NA
0.42000000000000004,90,NA
0.42000000000000004,92,NA
0.42000000000000004,94,NA
0.42000000000000004,96,NA
0.42000000000000004,98,NA
0.42000000000000004,100,NA
0.42000000000000004,102,NA
0.42000000000000004,104,NA
0.42000000000000004,106,NA
0.42000000000000004,108,NA
0.42000000000000004,110,NA
0.42000000000000004,112,NA
0.42000000000000004,114,NA
0.42000000000000004,116,NA
0.42000000000000004,118,NA
0.42000000000000004,120,NA
0.42000000000000004,122,NA
0.42000000000000004,124,NA
0.42000000000000004,126,NA
0.42000000000000004,128,NA
0.42000000000000004,130,NA
0.42000000000000004,132,NA
0.42000000000000004,134,NA
0.42000000000000004,136,NA
0.42000000000000004,138,NA
0.42000000000000004,140,NA
0.42000000000000004,142,NA
0.42000000000000004,144,NA
0.42000000000000004,146,NA
0.42000000000000004,148,NA
0.42000000000000004,150,NA
0.42000000000000004,152,NA
0.42000000000000004,154,NA
0.42000000000000004,156,NA
0.42000000000000004,158,NA
0.42000000000000004,160,NA
0.42000000000000004,162,NA
0.42000000000000004,164,NA
0.42000000000000004,166,NA
0.42000000000000004,168,NA
0.42000000000000004,170,NA
0.42000000000000004,172,NA
0.42000000000000004,174,NA
0.42000000000000004,176,NA
0.42000000000000004,178,NA
0.42000000000000004,180,NA
0.42000000000000004,182,NA
0.42000000000000004,184,NA
0.42000000000000004,186,NA
0.42000000000000004,188,NA
0.42000000000000004,190,NA
0.42000000000000004,192,NA
0.42000000000000004,194,NA
0.42000000000000004,196,NA
0.42000000000000004,198,NA
0.42000000000000004,200,NA
0.43,2,NA
0.43,4,NA
0.43,6,NA
0.43,8,NA
0.43,10,NA
0.43,12,NA
0.43,14,NA
0.43,16,NA
0.43,18,NA
0.43,20,NA
0.43,22,NA
0.43,24,NA
0.43,26,NA
0.43,28,NA
0.43,30,NA
0.43,32,NA
0.43,34,NA
0.43,36,NA
0.43,38,NA
0.43,40,NA
0.43,42,NA
0.43,44,NA
0.43,46,NA
0.43,48,NA
0.43,50,NA
0.43,52,NA
0.43,54,NA
0.43,56,NA
0.43,58,NA
0.43,60,NA
0.43,62,NA
0.43,64,NA
0.43,66,NA
0.43,68,NA
0.43,70,NA
0.43,72,NA
0.43,74,NA
0.43,76,NA
0.43,78,NA
0.43,80,NA
0.43,82,NA
0.43,84,NA
0.43,86,NA
0.43,88,NA
0.43,90,NA
0.43,92,NA
0.43,94,NA
0.43,96,NA
0.43,98,NA
0.43,100,NA
0.43,102,NA
0.43,104,NA
0.43,106,NA
0.43,108,NA
0.43,110,NA
0.43,112,NA
0.43,114,NA
0.43,116,NA
0.43,118,NA
0.43,120,NA
0.43,122,NA
0.43,124,NA
0.43,126,NA
0.43,128,NA
0.43,130,NA
0.43,132,NA
0.43,134,NA
0.43,136,NA
0.43,138,NA
0.43,140,NA
0.43,142,NA
0.43,144,NA
0.43,146,NA
0.43,148,NA
0.43,150,NA
0.43,152,NA
0.43,154,NA
0.43,156,NA
0.43,158,NA
0.43,160,NA
0.43,162,NA
0.43,164,NA
0.43,166,NA
0.43,168,NA
0.43,170,NA
0.43,172,NA
0.43,174,NA
0.43,176,NA
0.43,178,NA
0.43,180,NA
0.43,182,NA
0.43,184,NA
0.43,186,NA
0.43,188,NA
0.43,190,NA
0.43,192,NA
0.43,194,NA
0.43,196,NA
0.43,198,NA
0.43,200,NA
0.44,2,NA
0.44,4,NA
0.44,6,NA
0.44,8,NA
0.44,10,NA
0.44,12,NA
0.44,14,NA
0.44,16,NA
0.44,18,NA
0.44,20,NA
0.44,22,NA
0.44,24,NA
0.44,26,NA
0.44,28,NA
0.44,30,NA
0.44,32,NA
0.44,34,NA
0.44,36,NA
0.44,38,NA
0.44,40,NA
0.44,42,NA
0.44,44,NA
0.44,46,NA
0.44,48,NA
0.44,50,NA
0.44,52,NA
0.44,54,NA
0.44,56,NA
0.44,58,NA
0.44,60,NA
0.44,62,NA
0.44,64,NA
0.44,66,NA
0.44,68,NA
0.44,70,NA
0.44,72,NA
0.44,74,NA
0.44,76,NA
0.44,78,NA
0.44,80,NA
0.44,82,NA
0.44,84,NA
0.44,86,NA
0.44,88,NA
0.44,90,NA
0.44,92,NA
0.44,94,NA
0.44,96,NA
0.44,98,NA
0.44,100,NA
0.44,102,NA
0.44,104,NA
0.44,106,NA
0.44,108,NA
0.44,110,NA
0.44,112,NA
0.44,114,NA
0.44,116,NA
0.44,118,NA
0.44,120,NA
0.44,122,NA
0.44,124,NA
0.44,126,NA
0.44,128,NA
0.44,130,NA
0.44,132,NA
0.44,134,NA
0.44,136,NA
0.44,138,NA
0.44,140,NA
0.44,142,NA
0.44,144,NA
0.44,146,NA
0.44,148,NA
0.44,150,NA
0.44,152,NA
0.44,154,NA
0.44,156,NA
0.44,158,NA
0.44,160,NA
0.44,162,NA
0.44,164,NA
0.44,166,NA
0.44,168,NA
0.44,170,NA
0.44,172,NA
0.44,174,NA
0.44,176,NA
0.44,178,NA
0.44,180,NA
0.44,182,NA
0.44,184,NA
0.44,186,NA
0.44,188,NA
0.44,190,NA
0.44,192,NA
0.44,194,NA
0.44,196,NA
0.44,198,NA
0.44,200,NA
0.45,2,NA
0.45,4,NA
0.45,6,NA
0.45,8,NA
0.45,10,NA
0.45,12,NA
0.45,14,NA
0.45,16,NA
0.45,18,NA
0.45,20,NA
0.45,22,NA
0.45,24,NA
0.45,26,NA
0.45,28,NA
0.45,30,NA
0.45,32,NA
0.45,34,NA
0.45,36,NA
0.45,38,NA
0.45,40,NA
0.45,42,NA
0.45,44,NA
0.45,46,NA
0.45,48,NA
0.45,50,NA
0.45,52,NA
0.45,54,NA
0.45,56,NA
0.45,58,NA
0.45,60,NA
0.45,62,NA
0.45,64,NA
0.45,66,NA
0.45,68,NA
0.45,70,NA
0.45,72,NA
0.45,74,NA
0.45,76,NA
0.45,78,NA
0.45,80,NA
0.45,82,NA
0.45,84,NA
0.45,86,NA
0.45,88,NA
0.45,90,NA
0.45,92,NA
0.45,94,NA
0.45,96,NA
0.45,98,NA
0.45,100,NA
0.45,102,NA
0.45,104,NA
0.45,106,NA
0.45,108,NA
0.45,110,NA
0.45,112,NA
0.45,114,NA
0.45,116,NA
0.45,118,NA
0.45,120,NA
0.45,122,NA
0.45,124,NA
0.45,126,NA
0.45,128,NA
0.45,130,NA
0.45,132,NA
0.45,134,NA
0.45,136,NA
0.45,138,NA
0.45,140,NA
0.45,142,NA
0.45,144,NA
0.45,146,NA
0.45,148,NA
0.45,150,NA
0.45,152,NA
0.45,154,NA
0.45,156,NA
0.45,158,NA
0.45,160,NA
0.45,162,NA
0.45,164,NA
0.45,166,NA
0.45,168,NA
0.45,170,NA
0.45,172,NA
0.45,174,NA
0.45,176,NA
0.45,178,NA
0.45,180,NA
0.45,182,NA
0.45,184,NA
0.45,186,NA
0.45,188,NA
0.45,190,NA
0.45,192,NA
0.45,194,NA
0.45,196,NA
0.45,198,NA
0.45,200,NA
0.46,2,NA
0.46,4,NA
0.46,6,NA
0.46,8,NA
0.46,10,NA
0.46,12,NA
0.46,14,NA
0.46,16,NA
0.46,18,NA
0.46,20,NA
0.46,22,NA
0.46,24,NA
0.46,26,NA
0.46,28,NA
0.46,30,NA
0.46,32,NA
0.46,34,NA
0.46,36,NA
0.46,38,NA
0.46,40,NA
0.46,42,NA
0.46,44,NA
0.46,46,NA
0.46,48,NA
0.46,50,NA
0.46,52,NA
0.46,54,NA
0.46,56,NA
0.46,58,NA
0.46,60,NA
0.46,62,NA
0.46,64,NA
0.46,66,NA
0.46,68,NA
0.46,70,NA
0.46,72,NA
0.46,74,NA
0.46,76,NA
0.46,78,NA
0.46,80,NA
0.46,82,NA
0.46,84,NA
0.46,86,NA
0.46,88,NA
0.46,90,NA
0.46,92,NA
0.46,94,NA
0.46,96,NA
0.46,98,NA
0.46,100,NA
0.46,102,NA
0.46,104,NA
0.46,106,NA
0.46,108,NA
0.46,110,NA
0.46,112,NA
0.46,114,NA
0.46,116,NA
0.46,118,NA
0.46,120,NA
0.46,122,NA
0.46,124,NA
0.46,126,NA
0.46,128,NA
0.46,130,NA
0.46,132,NA
0.46,134,NA
0.46,136,NA
0.46,138,NA
0.46,140,NA
0.46,142,NA
0.46,144,NA
0.46,146,NA
0.46,148,NA
0.46,150,NA
0.46,152,NA
0.46,154,NA
0.46,156,NA
0.46,158,NA
0.46,160,NA
0.46,162,NA
0.46,164,NA
0.46,166,NA
0.46,168,NA
0.46,170,NA
0.46,172,NA
0.46,174,NA
0.46,176,NA
0.46,178,NA
0.46,180,NA
0.46,182,NA
0.46,184,NA
0.46,186,NA
0.46,188,NA
0.46,190,NA
0.46,192,NA
0.46,194,NA
0.46,196,NA
0.46,198,NA
0.46,200,NA
0.47000000000000003,2,NA
0.47000000000000003,4,NA
0.47000000000000003,6,NA
0.47000000000000003,8,NA
0.47000000000000003,10,NA
0.47000000000000003,12,NA
0.47000000000000003,14,NA
0.47000000000000003,16,NA
0.47000000000000003,18,NA
0.47000000000000003,20,NA
0.47000000000000003,22,NA
0.47000000000000003,24,NA
0.47000000000000003,26,NA
0.47000000000000003,28,NA
0.47000000000000003,30,NA
0.47000000000000003,32,NA
0.47000000000000003,34,NA
0.47000000000000003,36,NA
0.47000000000000003,38,NA
0.47000000000000003,40,NA
0.47000000000000003,42,NA
0.47000000000000003,44,NA
0.47000000000000003,46,NA
0.47000000000000003,48,NA
0.47000000000000003,50,NA
0.47000000000000003,52,NA
0.47000000000000003,54,NA
0.47000000000000003,56,NA
0.47000000000000003,58,NA
0.47000000000000003,60,NA
0.47000000000000003,62,NA
0.47000000000000003,64,NA
0.47000000000000003,66,NA
0.47000000000000003,68,NA
0.47000000000000003,70,NA
0.47000000000000003,72,NA
0.47000000000000003,74,NA
0.47000000000000003,76,NA
0.47000000000000003,78,NA
0.47000000000000003,80,NA
0.47000000000000003,82,NA
0.47000000000000003,84,NA
0.47000000000000003,86,NA
0.47000000000000003,88,NA
0.47000000000000003,90,NA
0.47000000000000003,92,NA
0.47000000000000003,94,NA
0.47000000000000003,96,NA
0.47000000000000003,98,NA
0.47000000000000003,100,NA
0.47000000000000003,102,NA
0.47000000000000003,104,NA
0.47000000000000003,106,NA
0.47000000000000003,108,NA
0.47000000000000003,110,NA
0.47000000000000003,112,NA
0.47000000000000003,114,NA
0.47000000000000003,116,NA
0.47000000000000003,118,NA
0.47000000000000003,120,NA
0.47000000000000003,122,NA
0.47000000000000003,124,NA
0.47000000000000003,126,NA
0.47000000000000003,128,NA
0.47000000000000003,130,NA
0.47000000000000003,132,NA
0.47000000000000003,134,NA
0.47000000000000003,136,NA
0.47000000000000003,138,NA
0.47000000000000003,140,NA
0.47000000000000003,142,NA
0.47000000000000003,144,NA
0.47000000000000003,146,NA
0.47000000000000003,148,NA
0.47000000000000003,150,NA
0.47000000000000003,152,NA
0.47000000000000003,154,NA
0.47000000000000003,156,NA
0.47000000000000003,158,NA
0.47000000000000003,160,NA
0.47000000000000003,162,NA
0.47000000000000003,164,NA
0.47000000000000003,166,NA
0.47000000000000003,168,NA
0.47000000000000003,170,NA
0.47000000000000003,172,NA
0.47000000000000003,174,NA
0.47000000000000003,176,NA
0.47000000000000003,178,NA
0.47000000000000003,180,NA
0.47000000000000003,182,NA
0.47000000000000003,184,NA
0.47000000000000003,186,NA
0.47000000000000003,188,NA
0.47000000000000003,190,NA
0.47000000000000003,192,NA
0.47000000000000003,194,NA
0.47000000000000003,196,NA
0.47000000000000003,198,NA
0.47000000000000003,200,NA
0.48000000000000004,2,NA
0.48000000000000004,4,NA
0.48000000000000004,6,NA
0.48000000000000004,8,NA
0.48000000000000004,10,NA
0.48000000000000004,12,NA
0.48000000000000004,14,NA
0.48000000000000004,16,NA
0.48000000000000004,18,NA
0.48000000000000004,20,NA
0.48000000000000004,22,NA
0.48000000000000004,24,NA
0.48000000000000004,26,NA
0.48000000000000004,28,NA
0.48000000000000004,30,NA
0.48000000000000004,32,NA
0.48000000000000004,34,NA
0.48000000000000004,36,NA
0.48000000000000004,38,NA
0.48000000000000004,40,NA
0.48000000000000004,42,NA
0.48000000000000004,44,NA
0.48000000000000004,46,NA
0.48000000000000004,48,NA
0.48000000000000004,50,NA
0.48000000000000004,52,NA
0.48000000000000004,54,NA
0.48000000000000004,56,NA
0.48000000000000004,58,NA
0.48000000000000004,60,NA
0.48000000000000004,62,NA
0.48000000000000004,64,NA
0.48000000000000004,66,NA
0.48000000000000004,68,NA
0.48000000000000004,70,NA
0.48000000000000004,72,NA
0.48000000000000004,74,NA
0.48000000000000004,76,NA
0.48000000000000004,78,NA
0.48000000000000004,80,NA
0.48000000000000004,82,NA
0.48000000000000004,84,NA
0.48000000000000004,86,NA
0.48000000000000004,88,NA
0.48000000000000004,90,NA
0.48000000000000004,92,NA
0.48000000000000004,94,NA
0.48000000000000004,96,NA
0.48000000000000004,98,NA
0.48000000000000004,100,NA
0.48000000000000004,102,NA
0.48000000000000004,104,NA
0.48000000000000004,106,NA
0.48000000000000004,108,NA
0.48000000000000004,110,NA
0.48000000000000004,112,NA
0.48000000000000004,114,NA
0.48000000000000004,116,NA
0.48000000000000004,118,NA
0.48000000000000004,120,NA
0.48000000000000004,122,NA
0.48000000000000004,124,NA
0.48000000000000004,126,NA
0.48000000000000004,128,NA
0.48000000000000004,130,NA
0.48000000000000004,132,NA
0.48000000000000004,134,NA
0.48000000000000004,136,NA
0.48000000000000004,138,NA
0.48000000000000004,140,NA
0.48000000000000004,142,NA
0.48000000000000004,144,NA
0.48000000000000004,146,NA
0.48000000000000004,148,NA
0.48000000000000004,150,NA
0.48000000000000004,152,NA
0.48000000000000004,154,NA
0.48000000000000004,156,NA
0.48000000000000004,158,NA
0.48000000000000004,160,NA
0.48000000000000004,162,NA
0.48000000000000004,164,NA
0.48000000000000004,166,NA
0.48000000000000004,168,NA
0.48000000000000004,170,NA
0.48000000000000004,172,NA
0.48000000000000004,174,NA
0.48000000000000004,176,NA
0.48000000000000004,178,NA
0.48000000000000004,180,NA
0.48000000000000004,182,NA
0.48000000000000004,184,NA
0.48000000000000004,186,NA
0.48000000000000004,188,NA
0.48000000000000004,190,NA
0.48000000000000004,192,NA
0.48000000000000004,194,NA
0.48000000000000004,196,NA
0.48000000000000004,198,NA
0.48000000000000004,200,NA
0.49,2,NA
0.49,4,NA
0.49,6,NA
0.49,8,NA
0.49,10,NA
0.49,12,NA
0.49,14,NA
0.49,16,NA
0.49,18,NA
0.49,20,NA
0.49,22,NA
0.49,24,NA
0.49,26,NA
0.49,28,NA
0.49,30,NA
0.49,32,NA
0.49,34,NA
0.49,36,NA
0.49,38,NA
0.49,40,NA
0.49,42,NA
0.49,44,NA
0.49,46,NA
0.49,48,NA
0.49,50,NA
0.49,52,NA
0.49,54,NA
0.49,56,NA
0.49,58,NA
0.49,60,NA
0.49,62,NA
0.49,64,NA
0.49,66,NA
0.49,68,NA
0.49,70,NA
0.49,72,NA
0.49,74,NA
